Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
165,15,50,2,4,3,10,616,0.9986018176370718,1.0,0.9993004197481512,0.0,0.9986018176370718,1.0,0.9993004197481512,1.0,1.0,1.0
135,15,50,1,2,3,10,633,0.9971080973274831,1.0,0.9985519548609377,0.0,0.9971080973274831,1.0,0.9985519548609377,1.0,0.9657920457108488,0.9825983860481126
105,15,50,0,0,3,10,5394,0.9057546654173498,1.0,0.9505469742287048,9.333333015441895,0.9991386735572783,1.0,0.999569151227919,1.0,1.0,1.0
225,15,50,4,8,3,10,590,0.9938375906967498,1.0,0.9969092721834496,0.6666666865348816,0.9926536285118635,1.0,0.996313272220008,0.0,0.0,0.0
195,15,50,3,6,3,10,603,0.998003792793692,1.0,0.9990008991907283,0.6666666865348816,0.997207539642964,1.0,0.9986018176370718,0.0,0.0,0.0
165,15,50,2,4,3,10,619,0.9964125560538116,1.0,0.9982030548068284,1.3333333730697632,0.9966111830957839,1.0,0.998302715654952,1.0,0.9818703731681523,0.9908522640646441
135,15,50,1,2,3,10,3976,0.9140212714134935,1.0,0.9550795334040297,8.0,0.9909338966640261,1.0,0.9954463062027499,1.0,0.8463175235088201,0.9167627049332688
105,15,50,0,0,3,10,4591,0.9219319081551861,1.0,0.9593804070198567,8.666666984558105,0.9953838262950931,1.0,0.9976865735583926,1.0,1.0,1.0
225,15,50,4,8,3,10,582,0.9986018176370718,1.0,0.9993004197481512,2.0,0.9986018176370718,1.0,0.9993004197481512,0.0,0.0,0.0
195,15,50,3,6,3,10,625,0.9964125560538116,1.0,0.9982030548068284,1.3333333730697632,0.997207539642964,1.0,0.9986018176370718,0.0,0.0,0.0
165,15,50,2,4,3,10,1243,0.9768221434728475,1.0,0.9882751937984496,6.0,0.9917323217585838,0.9997058535150505,0.995703125,1.0,0.9107315981803267,0.9532805120799344
135,15,50,1,2,3,10,650,0.9954228855721393,0.9999000499750125,0.9976564447768635,3.3333332538604736,0.9970086748429554,0.999400299850075,0.9982030548068284,1.0,0.9628931291952636,0.9810958272496734
105,15,50,0,0,3,10,5058,0.9010894270710871,1.0,0.947971635883905,9.333333015441895,0.9984368215371255,1.0,0.999217799409004,1.0,1.0,1.0
225,15,50,4,8,3,10,624,0.9961147638971907,1.0,0.9980536008384489,0.6666666865348816,0.9961147638971907,1.0,0.9980536008384489,0.0,0.0,0.0
195,15,50,3,6,3,10,577,0.9973070017953322,1.0,0.9986516853932585,0.6666666865348816,0.9973070017953322,1.0,0.9986516853932585,0.0,0.0,0.0
165,15,50,2,4,3,10,597,0.9989010989010989,1.0,0.999450247388675,1.3333333730697632,0.9989010989010989,1.0,0.999450247388675,1.0,0.980118984863318,0.9899596866205218
135,15,50,1,2,3,10,551,0.9936451196504816,1.0,0.9968124315170834,1.3333333730697632,0.9956223261367028,1.0,0.9978063615515006,0.9996960948184167,0.987318976513844,0.9934689871267318
105,15,50,0,0,3,10,4383,0.9408806068601583,1.0,0.9695399124856621,9.333333015441895,0.9968337253482902,0.9656471825431601,0.9809926552414867,1.0,1.0,1.0
225,15,50,4,8,3,10,583,0.9986018176370718,1.0,0.9993004197481512,0.6666666865348816,0.9989010989010989,1.0,0.999450247388675,0.0,0.0,0.0
195,15,50,3,6,3,10,554,0.9941340226685226,1.0,0.9970583836067209,0.6666666865348816,0.9933439300615935,1.0,0.9966608522302517,0.0,0.0,0.0
165,15,50,2,4,3,10,570,0.9941340226685226,1.0,0.9970583836067209,1.3333333730697632,0.9941340226685226,1.0,0.9970583836067209,1.0,1.0,1.0
135,15,50,1,2,3,10,2527,0.9469026548672567,1.0,0.9727272727272728,8.666666984558105,0.9934909543409591,1.0,0.996734850667435,1.0,0.900967765407844,0.9479043062200957
105,15,50,0,0,3,10,5026,0.9175997476738684,1.0,0.9570294831201941,10.0,0.9969477631464202,0.9823837758872561,0.989612188365651,1.0,1.0,1.0
225,15,50,4,8,3,10,616,0.996313272220008,1.0,0.9981532318442725,0.6666666865348816,0.9970086748429554,1.0,0.9985020970641102,0.0,0.0,0.0
195,15,50,3,6,3,10,615,0.9978046103183315,1.0,0.9989010989010989,0.0,0.9978046103183315,1.0,0.9989010989010989,0.0,0.0,0.0
165,15,50,2,4,3,10,588,0.9945295404814004,1.0,0.9972572682391662,1.3333333730697632,0.9945295404814004,1.0,0.9972572682391662,1.0,0.968132854578097,0.9838084378563284
135,15,50,1,2,3,10,987,0.9821201758671226,0.9971233012597956,0.9895648749753888,1.3333333730697632,0.9835616438356164,0.9971233012597956,0.9902960445298261,1.0,0.9193584483401716,0.957985152940262
105,15,50,0,0,3,10,4740,0.9196442625531245,1.0,0.9581402976507728,8.0,0.9969285897107756,1.0,0.998461932837734,1.0,1.0,1.0
